,Open Time,Open,High,Low,Close,Volume
0,2017-08-17 04:00:00,4261.48,4349.99,4261.32,4349.99,82.088865
1,2017-08-17 08:00:00,4333.32,4485.39,4333.32,4427.3,63.619882
2,2017-08-17 12:00:00,4436.06,4485.39,4333.42,4352.34,174.562001
3,2017-08-17 16:00:00,4352.33,4354.84,4200.74,4325.23,225.109716
4,2017-08-17 20:00:00,4307.56,4369.69,4258.56,4285.08,249.769913
5,2017-08-18 00:00:00,4285.08,4340.62,4134.61,4292.39,276.193043
6,2017-08-18 04:00:00,4292.39,4340.62,4234.43,4300.25,248.389029
7,2017-08-18 08:00:00,4285.0,4371.52,4259.85,4340.31,196.140129
8,2017-08-18 12:00:00,4320.52,4340.31,4193.7,4236.89,175.969384
9,2017-08-18 16:00:00,4234.54,4297.75,4015.7,4136.28,193.64697
10,2017-08-18 20:00:00,4135.0,4136.48,3938.77,4108.37,109.549709
11,2017-08-19 00:00:00,4108.37,4184.69,4084.28,4138.55,108.510448
12,2017-08-19 04:00:00,4138.5,4156.0,3933.21,4033.47,112.752079
13,2017-08-19 08:00:00,4033.47,4082.25,3850.0,3957.6,77.256042
14,2017-08-19 12:00:00,3945.12,4100.0,3928.89,3972.05,47.515578
15,2017-08-19 16:00:00,4036.19,4103.92,3953.4,4076.12,25.925056
16,2017-08-19 20:00:00,4088.71,4149.99,4051.47,4139.98,9.35056
17,2017-08-20 00:00:00,4120.98,4139.98,4044.0,4094.62,6.611283
18,2017-08-20 04:00:00,4094.62,4156.56,4081.19,4155.87,28.60391
19,2017-08-20 08:00:00,4155.87,4211.08,4032.62,4106.53,36.019943
20,2017-08-20 12:00:00,4106.53,4125.43,4063.35,4125.0,29.113266
21,2017-08-20 16:00:00,4125.0,4185.94,4091.59,4164.6,169.995517
22,2017-08-20 20:00:00,4161.59,4171.62,4069.13,4086.29,196.739103
23,2017-08-21 00:00:00,4069.13,4119.62,4039.0,4084.76,220.838143
24,2017-08-21 04:00:00,4079.26,4104.68,3953.4,4043.63,222.575129
25,2017-08-21 08:00:00,4043.63,4088.12,4000.01,4023.11,78.878314
26,2017-08-21 12:00:00,4023.11,4023.11,3911.79,4022.0,43.762796
27,2017-08-21 16:00:00,4005.99,4042.11,3918.8,4027.05,24.46693
28,2017-08-21 20:00:00,4027.05,4070.49,3950.0,4016.0,101.221748
29,2017-08-22 00:00:00,4016.0,4016.0,3688.97,3862.39,114.685346
30,2017-08-22 04:00:00,3863.0,3868.57,3400.0,3798.08,167.221519
31,2017-08-22 08:00:00,3798.08,3920.31,3750.08,3866.48,221.731236
32,2017-08-22 12:00:00,3866.48,3990.12,3786.81,3858.23,179.358421
33,2017-08-22 16:00:00,3858.23,4104.82,3853.47,3984.24,159.535655
34,2017-08-22 20:00:00,3984.5,4061.54,3944.03,4040.0,124.152681
35,2017-08-23 00:00:00,4040.0,4127.99,4013.89,4100.41,159.658384
36,2017-08-23 04:00:00,4084.54,4115.87,4035.32,4074.88,141.839603
37,2017-08-23 08:00:00,4081.63,4242.32,4057.0,4237.99,135.024022
38,2017-08-23 12:00:00,4205.98,4265.8,4150.65,4197.05,237.360569
39,2017-08-23 16:00:00,4226.94,4259.58,4103.51,4117.07,174.637585
40,2017-08-23 20:00:00,4136.48,4178.65,4069.8,4114.01,152.616402
41,2017-08-24 00:00:00,4147.0,4204.55,4085.01,4113.58,123.52015
42,2017-08-24 04:00:00,4113.58,4177.64,4090.39,4153.32,123.17946
43,2017-08-24 08:00:00,4153.8,4250.94,4150.0,4202.0,171.486488
44,2017-08-24 12:00:00,4211.78,4250.9,4136.33,4222.0,146.997342
45,2017-08-24 16:00:00,4223.06,4250.77,4178.22,4216.07,111.579358
46,2017-08-24 20:00:00,4216.1,4371.68,4193.17,4316.01,110.655955
47,2017-08-25 00:00:00,4316.01,4370.0,4295.75,4312.69,141.104526
48,2017-08-25 04:00:00,4312.69,4362.0,4267.5,4329.0,101.509543
49,2017-08-25 08:00:00,4317.81,4361.28,4298.74,4361.27,74.43306
50,2017-08-25 12:00:00,4361.27,4422.29,4261.13,4394.36,164.206656
51,2017-08-25 16:00:00,4394.36,4453.91,4284.11,4307.17,52.39933
52,2017-08-25 20:00:00,4326.0,4365.0,4247.48,4280.68,39.959625
53,2017-08-26 00:00:00,4280.71,4315.0,4228.99,4297.94,41.638568
54,2017-08-26 04:00:00,4297.94,4319.7,4252.44,4319.7,28.707288
55,2017-08-26 08:00:00,4319.7,4319.7,4260.88,4288.72,36.153081
56,2017-08-26 12:00:00,4288.72,4306.74,4221.14,4275.0,34.654984
57,2017-08-26 16:00:00,4275.0,4351.32,4212.41,4293.52,47.431108
58,2017-08-26 20:00:00,4293.52,4367.0,4279.0,4337.44,39.523039
59,2017-08-27 00:00:00,4332.51,4400.0,4314.91,4314.91,62.980388
60,2017-08-27 04:00:00,4329.19,4370.85,4293.42,4313.84,47.478199
61,2017-08-27 08:00:00,4331.29,4352.34,4285.56,4323.37,57.138682
62,2017-08-27 12:00:00,4340.0,4340.0,4285.54,4325.0,35.277424
63,2017-08-27 16:00:00,4290.01,4386.78,4290.01,4368.41,72.11126
64,2017-08-27 20:00:00,4336.12,4386.79,4309.6,4310.01,75.706632
65,2017-08-28 00:00:00,4310.01,4330.36,4239.36,4239.37,73.295355
66,2017-08-28 04:00:00,4239.36,4297.11,4124.54,4261.9,94.397198
67,2017-08-28 08:00:00,4261.9,4365.4,4226.93,4308.0,121.722034
68,2017-08-28 12:00:00,4309.0,4347.0,4271.03,4273.59,121.858551
69,2017-08-28 16:00:00,4317.2,4370.45,4273.59,4321.65,107.225677
70,2017-08-28 20:00:00,4321.65,4399.82,4290.18,4386.69,85.342801
71,2017-08-29 00:00:00,4353.65,4386.69,4314.35,4376.99,78.862074
72,2017-08-29 04:00:00,4363.48,4404.07,4313.55,4329.02,128.456959
73,2017-08-29 08:00:00,4328.12,4417.61,4328.12,4368.5,88.051429
74,2017-08-29 12:00:00,4368.5,4625.85,4347.59,4570.0,128.764571
75,2017-08-29 16:00:00,4569.65,4584.0,4496.95,4555.55,127.21423
76,2017-08-29 20:00:00,4540.0,4624.99,4535.09,4587.48,52.195765
77,2017-08-30 00:00:00,4564.52,4619.99,4527.45,4583.61,119.42503
78,2017-08-30 04:00:00,4600.0,4647.51,4550.01,4550.02,149.551451
79,2017-08-30 08:00:00,4550.0,4597.0,4416.01,4498.35,176.151828
80,2017-08-30 12:00:00,4537.0,4592.76,4416.16,4546.77,163.013481
81,2017-08-30 16:00:00,4555.0,4609.92,4532.8,4536.82,84.845278
82,2017-08-30 20:00:00,4536.82,4579.91,4516.87,4555.14,115.481703
83,2017-08-31 00:00:00,4555.14,4606.0,4555.14,4593.66,109.650881
